Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2009,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q1_preT_tot,17.5291540556472
Sri Lanka,LKA,2006,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q1_preT_tot,17.8660852277414
Sri Lanka,LKA,2019,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q1_rur,15.7603998544753
Sri Lanka,LKA,2016,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q1_rur,13.4731526900944
Sri Lanka,LKA,2012,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q1_rur,7.72659921053113
Sri Lanka,LKA,2009,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q1_rur,6.87008103760727
Sri Lanka,LKA,2006,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q1_rur,8.10203856380337
Sri Lanka,LKA,2019,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.adq_q1_tot,15.2734406902955
Sri Lanka,LKA,2016,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.adq_q1_tot,12.9665465216612
Sri Lanka,LKA,2012,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.adq_q1_tot,7.84717463604193
Sri Lanka,LKA,2009,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.adq_q1_tot,7.14867700782133
Sri Lanka,LKA,2006,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.adq_q1_tot,7.99550913891442
Sri Lanka,LKA,2019,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,14.4089307855782
Sri Lanka,LKA,2016,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,13.1152747679798
Sri Lanka,LKA,2012,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,7.51396119895726
Sri Lanka,LKA,2009,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,9.42111451248553
Sri Lanka,LKA,2006,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,7.20883566741192
Sri Lanka,LKA,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,14.2580078011005
Sri Lanka,LKA,2016,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,15.6766765793432
Sri Lanka,LKA,2012,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,11.8701882182575
Sri Lanka,LKA,2009,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,10.4159636806441
Sri Lanka,LKA,2006,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,11.9288799262972
Sri Lanka,LKA,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,13.562592280243
Sri Lanka,LKA,2016,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,12.2031349031233
Sri Lanka,LKA,2012,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,10.9031780554226
Sri Lanka,LKA,2009,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,8.05663183653617
Sri Lanka,LKA,2006,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,7.40606443496539
Sri Lanka,LKA,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,13.7523068076121
Sri Lanka,LKA,2016,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,12.7523224176954
Sri Lanka,LKA,2012,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,10.5672274987507
Sri Lanka,LKA,2009,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,8.25366628470999
Sri Lanka,LKA,2006,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,7.34077272550677
Sri Lanka,LKA,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,18.241940897178
Sri Lanka,LKA,2016,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,15.0714375553434
Sri Lanka,LKA,2012,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,16.2876373152709
Sri Lanka,LKA,2009,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,12.2030102811566
Sri Lanka,LKA,2006,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,6.82354209366256
Sri Lanka,LKA,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,14.2962425961666
Sri Lanka,LKA,2016,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,15.0051767600051
Sri Lanka,LKA,2012,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,13.8616321372087
Sri Lanka,LKA,2009,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,13.007821140097
Sri Lanka,LKA,2006,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,11.6446969079306
Sri Lanka,LKA,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,14.5695834333112
Sri Lanka,LKA,2016,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,14.2916744796734
Sri Lanka,LKA,2012,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,10.1654450889077
Sri Lanka,LKA,2009,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,10.2341616783237
Sri Lanka,LKA,2006,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,11.1161488253481
Sri Lanka,LKA,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,14.8844418944561
Sri Lanka,LKA,2016,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,14.9919754490081
Sri Lanka,LKA,2012,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,11.9041437828089
Sri Lanka,LKA,2009,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,10.8865550171367
Sri Lanka,LKA,2006,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,11.631335638163
Sri Lanka,LKA,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,21.5644620118154
Sri Lanka,LKA,2016,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,18.3914763489197
Sri Lanka,LKA,2012,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,24.3447993254295
Sri Lanka,LKA,2009,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,16.2668841254888
Sri Lanka,LKA,2006,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,13.55501696159
Sri Lanka,LKA,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,17.7934510494469
Sri Lanka,LKA,2016,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,16.9102715292557
Sri Lanka,LKA,2012,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,15.1851379366426
Sri Lanka,LKA,2009,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,16.6461205013194
Sri Lanka,LKA,2006,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,15.6676067661133
Sri Lanka,LKA,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,17.1472420933018
Sri Lanka,LKA,2016,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,17.8119342103252
Sri Lanka,LKA,2012,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,16.5910171961587
Sri Lanka,LKA,2009,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,16.3548384507624
Sri Lanka,LKA,2006,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,14.8326278295328
Sri Lanka,LKA,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,18.1413770608496
Sri Lanka,LKA,2016,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,18.6316226593607
Sri Lanka,LKA,2012,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,19.1433006460604
Sri Lanka,LKA,2009,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,18.5051912325179
Sri Lanka,LKA,2006,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,15.5368268880207
Sri Lanka,LKA,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,22.2567629135046
Sri Lanka,LKA,2016,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,27.4859320560781
Sri Lanka,LKA,2012,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,29.8286999089962
Sri Lanka,LKA,2009,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,22.6496153425649
Sri Lanka,LKA,2006,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,25.9563505115398
Sri Lanka,LKA,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,14.7372827776246
Sri Lanka,LKA,2016,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,15.4558561635401
Sri Lanka,LKA,2012,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,14.6726877792873
Sri Lanka,LKA,2009,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,19.6785358420342
Sri Lanka,LKA,2006,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,17.9462011771684
Sri Lanka,LKA,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,19.092252217678
Sri Lanka,LKA,2016,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,19.7696440425507
Sri Lanka,LKA,2012,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,17.4368639910814
Sri Lanka,LKA,2009,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,25.1383324112277
Sri Lanka,LKA,2006,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,23.2920635697748
Sri Lanka,LKA,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,19.3739833886193
Sri Lanka,LKA,2016,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,20.6845057489993
Sri Lanka,LKA,2012,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,19.0309915295235
Sri Lanka,LKA,2009,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,24.5391781682161
Sri Lanka,LKA,2006,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,24.0990780510603
Sri Lanka,LKA,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,17.8696009776742
Sri Lanka,LKA,2016,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,22.1063094281976
Sri Lanka,LKA,2012,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,22.0273192852899
Sri Lanka,LKA,2009,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,23.9367858993236
Sri Lanka,LKA,2006,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,23.5218719656351
Sri Lanka,LKA,2019,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,2.44237946543734
Sri Lanka,LKA,2016,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,1.92367066654674
Sri Lanka,LKA,2012,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,1.69914019812931
Sri Lanka,LKA,2009,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.985542342142191
Sri Lanka,LKA,2006,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.655063079033681
Sri Lanka,LKA,2019,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.401761290814358
Sri Lanka,LKA,2016,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.356268240330682
Sri Lanka,LKA,2012,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.236678098068674
Sri Lanka,LKA,2009,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.135185233634857
Sri Lanka,LKA,2006,Average per capita transfer held by extreme poor (<$2.15 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.163408798809978
Sri Lanka,LKA,2019,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,1.40369874571684
Sri Lanka,LKA,2016,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,1.33874864399645
Sri Lanka,LKA,2012,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,1.09211067392908
Sri Lanka,LKA,2009,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.944976859488479
Sri Lanka,LKA,2006,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.824819832688423
Sri Lanka,LKA,2019,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,1.25401562018374
Sri Lanka,LKA,2016,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,1.21970006374921
Sri Lanka,LKA,2012,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.93018544889674
Sri Lanka,LKA,2009,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.848138402647596
Sri Lanka,LKA,2006,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.736331427046861
Sri Lanka,LKA,2019,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,1.40369874571684
Sri Lanka,LKA,2016,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,1.33874864399645
Sri Lanka,LKA,2012,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,1.09211067392908
Sri Lanka,LKA,2009,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.944976859488479
Sri Lanka,LKA,2006,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.824819832688423
Sri Lanka,LKA,2019,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,2.40821161816167
Sri Lanka,LKA,2016,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,2.15023805419508
Sri Lanka,LKA,2012,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,2.10549667325538
Sri Lanka,LKA,2009,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,1.57765898664818
Sri Lanka,LKA,2006,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,1.41711805310984
Sri Lanka,LKA,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,1.05921162829961
Sri Lanka,LKA,2016,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.928818466222097
Sri Lanka,LKA,2012,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.722020888379998
Sri Lanka,LKA,2009,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.510806724073027
Sri Lanka,LKA,2006,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.460313137073162
Sri Lanka,LKA,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.519834800036711
Sri Lanka,LKA,2016,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.41658870288062
Sri Lanka,LKA,2012,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.21191494428069
Sri Lanka,LKA,2009,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.184206204109659
Sri Lanka,LKA,2006,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.194748457113791
Sri Lanka,LKA,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.519823028528596
Sri Lanka,LKA,2016,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.412239558114134
Sri Lanka,LKA,2012,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.223785381463595
Sri Lanka,LKA,2009,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.19556247884078
Sri Lanka,LKA,2006,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.193375457293509
Sri Lanka,LKA,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.624047946119232
Sri Lanka,LKA,2016,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.51564337701485
Sri Lanka,LKA,2012,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.276700464124536
Sri Lanka,LKA,2009,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.29480749803682
Sri Lanka,LKA,2006,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.183778676704814
Sri Lanka,LKA,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.782978282045917
Sri Lanka,LKA,2016,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.823306533704753
Sri Lanka,LKA,2012,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.547795781781308
Sri Lanka,LKA,2009,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.445917540154878
Sri Lanka,LKA,2006,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.46259805899443
Sri Lanka,LKA,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.673389570486044
Sri Lanka,LKA,2016,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.575790876700656
Sri Lanka,LKA,2012,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.455595281109181
Sri Lanka,LKA,2009,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.321749081540231
Sri Lanka,LKA,2006,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.27048182201089
Sri Lanka,LKA,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.714810956898322
Sri Lanka,LKA,2016,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.626768632542118
Sri Lanka,LKA,2012,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.464827296395837
Sri Lanka,LKA,2009,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.338770028629556
Sri Lanka,LKA,2006,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.270540513493929
Sri Lanka,LKA,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,1.26238713704194
Sri Lanka,LKA,2016,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.935190301878474
